,dialog,gameplan_prediction
3065,<<Commander>> make a slice of toast <<Instruction>> <<Commander>> grab a knife <<Instruction>> <<Commander>> slice the bread <<Instruction>> <<Commander>> slice 2 bread <<Instruction>> ,Open Fridge -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Place Sink -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife -- Slice Lettuce
3066,<<Commander>> Hello <<Greetings/Salutations>> first slice the bread <<Instruction>> ,Pickup Knife -- Slice Bread
3067,<<Commander>> Clean two cups <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Open Cabinet -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
3068,<<Commander>> boil potato by cooking in water <<Instruction>> <<Commander>> open cupboard above coffee machine and kettle to get potato <<Instruction>> <<Commander>> close both cupboards <<Instruction>> ,Open Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Potato -- Place CounterTop -- Close Cabinet -- Close Cabinet -- Close Cabinet
3069,<<Commander>> Boil the Potato by cooking it in water. <<Instruction>> ,Open Fridge -- Pickup Potato
3070,<<Commander>> put all3  spatula in one cabinet <<Instruction>> <<Commander>> move to the righ <<Instruction>> <<Commander>> right <<Instruction>> ,ToggleOff Faucet -- Pickup Tomato -- Place DiningTable -- Pickup Spatula -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Open Drawer -- Place Drawer -- Close Cabinet -- Open Cabinet -- Pickup Spatula -- Close Drawer -- Open Cabinet -- Open Cabinet -- Place Cabinet -- Pickup Spatula -- Place Cabinet
3071,<<Commander>> today we need to make a sandwich. <<Instruction>> <<Commander>> slice a bread using a knife and toast 2 slices <<Instruction>> <<Commander>> go near the fridge. <<Instruction>> <<Commander>> slice a tomato <<Instruction>> <<Commander>> clean a plate <<Instruction>> ,Open Fridge -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Close Cabinet -- Pickup Egg -- Place CounterTop -- Pickup Plate -- Place CounterTop -- ToggleOff Faucet -- Pickup DishSponge -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- Pickup Plate
3072,<<Commander>> can you please cook a slice of potato? <<Instruction>> ,Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- ToggleOff StoveKnob -- ToggleOff StoveKnob
3073,<<Commander>> slice potao <<Instruction>> <<Commander>> we need 3 slices cooked <<Instruction>> <<Commander>> get the knife <<Instruction>> <<Commander>> use it <<Instruction>> <<Commander>> cook 3 slices in the microwave <<Instruction>> <<Commander>> or you can use the stove if you like <<Instruction>> ,Pickup Potato -- Place CounterTop -- Open Microwave -- Close Microwave -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Pickup Potato -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Open Microwave -- Pickup Tomato -- Place CounterTop -- Pickup PotatoSliced
3074,<<Commander>> can I have three cooked potato slices in a bowl <<Instruction>> ,Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Egg -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Pickup PotatoSliced -- Place Microwave -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Fridge -- Pickup Bowl -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Open Microwave -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl
3075,<<Commander>> empty the sink <<Instruction>> <<Commander>> place bowl in sink <<Instruction>> <<Commander>> grab the bowl <<Instruction>> <<Commander>> place sliced lettuce in bowl <<Instruction>> ,Open Fridge -- Pickup Lettuce -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Place DiningTable -- Open Fridge -- Pickup Bowl -- Close Fridge -- Place DiningTable -- Pickup Tomato -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Pickup LettuceSliced -- Place DiningTable -- Pickup LettuceSliced -- Place DiningTable -- Pickup LettuceSliced -- Place Bowl
3076,<<Commander>> We need to make a sandwich <<Instruction>> <<Commander>> We need to find the bread <<Instruction>> <<Commander>> We need to toast two slices of bread <<Instruction>> <<Commander>> We need to cut the lettuce. <<Instruction>> <<Commander>> We need to slice the tomato <<Instruction>> ,Open Fridge -- Pickup Knife -- Close Fridge -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup BreadSliced -- Place DiningTable -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup Knife -- Slice Lettuce -- Place Stool -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced
3077,<<Commander>> could you do me a favour and put both my alarm clocks on my bed please <<Instruction>> ,Pickup AlarmClock -- Place Bed -- Pickup AlarmClock -- Place Bed
3078,<<Commander>> wash dirty mugs in the wash basin <<Instruction>> ,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Tomato -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Pour Sink -- Place CounterTop -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Open Microwave -- Pickup Cup -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup
3079,<<Commander>> Please make a mug of coffee <<Instruction>> <<Commander>> Clean the mug <<Instruction>> at the coffee pot <<InformationOnObjectDetails>> <<Commander>> Now grab knife from the fridge and cut the bread on the island <<Instruction>> ,Pickup Mug -- Place  -- Pickup PepperShaker -- Place CounterTop -- Pickup Apple -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine
3080,<<Commander>> Please prepare coffee in a clean mug. <<Instruction>> <<Commander>> Great! <<FeedbackPositive>> Next I would like you to make a plate of toast. <<Instruction>> <<Commander>> I need you to slice the bread using the knife. <<Instruction>> <<Commander>> And please toast the bread. <<Instruction>> <<Commander>> Next please cook 2 slices of potato and serve on a plate. <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place Plate -- Pickup Knife
3081,<<Commander>> clean the mug and make coffee <<Instruction>> <<Commander>> get the lettuce <<Instruction>> <<Commander>> slice the lettuce and potato with a knife inseide the bin <<Instruction>> <<Commander>> slice the tomato <<Instruction>> <<Commander>> cook one slice of potato <<Instruction>> ,Pickup Mug -- Pour Sink -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Slice Potato -- Slice Tomato -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Pickup PepperShaker -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- Pickup PotatoSliced -- Place CounterTop -- Pickup TomatoSliced
3082,"<<Commander>> im craving a salad, could you start by slicing some lettuce for me <<Instruction>> <<Commander>> now can you slice a tomato <<Instruction>> <<Commander>> coukd you now slice the potato <<Instruction>> <<Commander>> you will then need to cook 2 slices <<Instruction>> ",Open Fridge -- Close Fridge -- Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place Pot -- Pickup Pot -- Place CounterTop -- Pickup Kettle -- Place CounterTop -- Pickup Pot -- Place StoveBurner
3083,"<<Commander>> You need to prepare breakfast. <<Instruction>> <<Commander>> First, you need to make coffee. <<Instruction>> <<Commander>> prepare the coffee in a clean mug. <<Instruction>> <<Commander>> Next, you need to prepare a salad. <<Instruction>> <<Commander>> The salad consists of lettuce, tomato and a potato <<Instruction>> <<Commander>> First, you need to get the plate from the center island and clean it. <<Instruction>> <<Commander>> You need to grab the ingredients. <<Instruction>> <<Commander>> OK. Lets try the tomato. <<Instruction>> <<Commander>> Great job. <<FeedbackPositive>> Place tomato on the center island next to plate. <<Instruction>> <<Commander>> Next, grab the potato on the counter to the right of the fridge. <<Instruction>> <<Commander>> You need to grab the potato that is next to the fridge <<Instruction>> <<Commander>> Next, you nee to cook 1 potato slice. <<Instruction>> <<Commander>> The pan is on the counter next to fridge. <<InformationOnObjectDetails>> Remove the items in pan, then clean pan with water. <<Instruction>> ",Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Pan -- Place CounterTop
3084,<<Commander>> Hello. <<Greetings/Salutations>> Please make a cup of coffee. <<Instruction>> <<Commander>> Great.  Now we need a clean bowl for the potatoes <<Instruction>> <<Commander>> Okay.  Please toast a slice of bread. <<Instruction>> <<Commander>> Next we need to slice a potato. <<Instruction>> <<Commander>> Cook two slices of potato in the microwave. <<Instruction>> <<Commander>> We need a clean plate for the toast. <<Instruction>> ,Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Open Fridge -- Pickup Knife -- Place CounterTop -- Open Cabinet -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Pan -- Pickup Mug -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Place  -- Pickup Plate -- Place  -- Pickup BreadSliced -- Place Plate -- Pickup Knife -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
3085,"<<Commander>> Today we will prepare breakfast <<Instruction>> <<Commander>> first clean the mug so we can make coffee <<Instruction>> <<Commander>> Rinse it then make coffee <<Instruction>> <<Commander>> make a sandwich <<Instruction>> <<Commander>> slice the bread, toast two slices <<Instruction>> <<Commander>> slice tomato and lettuce <<Instruction>> ",Pickup Pan -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Statue -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff Faucet -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced
3086,<<Commander>> slice potato <<Instruction>> <<Commander>> cook in microwave <<Instruction>> <<Commander>> 1 slice <<Instruction>> <<Commander>> use bowl by microwave and place cook potato in it <<Instruction>> <<Commander>> empty water first out the bowl before using it <<Instruction>> <<Commander>> turn on <<Instruction>> <<Commander>> no turn on <<Instruction>> ,Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup PotatoSliced -- Open Microwave -- Place Microwave -- Pickup DishSponge -- Place CounterTop -- Close Microwave -- Open Microwave -- Pickup PotatoSliced -- Place Microwave
3087,<<Commander>> put the three alarm clocks on the bed <<Instruction>> ,Pickup AlarmClock -- Place Bed -- Pickup AlarmClock -- Place Bed -- Pickup AlarmClock -- Place Bed
3088,<<Commander>> Slice the lettuce <<Instruction>> <<Commander>> Slice tomato <<Instruction>> <<Commander>> Cook potato <<Instruction>> <<Commander>> Then slice <<Instruction>> ,Open Fridge -- Pickup Lettuce -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Open Microwave -- Place Plate -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop
3089,<<Commander>> Lets make a sandwich <<Instruction>> <<Commander>> first we toast two slices of bread <<Instruction>> <<Commander>> place knife on the table then get bread top right drawer next to stove <<Instruction>> ,Pickup Knife -- Open Cabinet -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place Plate
3090,<<Commander>> prepare coffee in a clean mug <<Instruction>> <<Commander>> 1 slice lettuce <<Instruction>> <<Commander>> 1 slice tomato <<Instruction>> <<Commander>> 2 slice potato <<Instruction>> ,Open Fridge -- Pickup Mug -- Close Fridge -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup ButterKnife -- Slice Potato -- Slice Lettuce -- Place DiningTable -- Pickup LettuceSliced -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Tomato -- Place Fridge -- Pickup TomatoSliced -- Place Fridge -- Pickup TomatoSliced -- Place CounterTop
3091,"<<Commander>> You need to prepare breakfast. <<Instruction>> <<Commander>> First, you need to make coffee. <<Instruction>> <<Commander>> prepare the coffee in a clean mug. <<Instruction>> <<Commander>> Next, you need to prepare a salad. <<Instruction>> <<Commander>> The salad consists of lettuce, tomato and a potato <<Instruction>> <<Commander>> First, you need to get the plate from the center island and clean it. <<Instruction>> <<Commander>> You need to grab the ingredients. <<Instruction>> <<Commander>> OK. Lets try the tomato. <<Instruction>> <<Commander>> Great job. <<FeedbackPositive>> Place tomato on the center island next to plate. <<Instruction>> <<Commander>> Next, grab the potato on the counter to the right of the fridge. <<Instruction>> <<Commander>> You need to grab the potato that is next to the fridge <<Instruction>> ",Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Potato
3092,<<Commander>> grab mug off the counter <<Instruction>> <<Commander>> and rinse in the sink <<Instruction>> <<Commander>> dump water out mug <<Instruction>> <<Commander>> place in coffee maler <<Instruction>> <<Commander>> turn on <<Instruction>> <<Commander>> grab plate on counter <<Instruction>> <<Commander>> take to the sink and rinse <<Instruction>> <<Commander>> empty sink first <<Instruction>> <<Commander>> place plate on the counter <<Instruction>> <<Commander>> grab lettuce next to the stove <<Instruction>> <<Commander>> slice with a knife <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable -- Pickup Lettuce -- Place DiningTable
3093,<<Commander>> Today you will make a slice of toast <<Instruction>> <<Commander>> Now make a slice of lettuce <<Instruction>> <<Commander>> Now make a slice of lettuce <<Instruction>> The lettuce is in the cabinet below the microwave <<InformationOnObjectDetails>> ,Pickup Knife -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce
3094,<<Commander>> grab the mug off the table <<Instruction>> <<Commander>> take it to the sink and wash it <<Instruction>> <<Commander>> clear the sink first <<Instruction>> <<Commander>> turn on the water <<Instruction>> <<Commander>> after you placed in the sink <<Instruction>> <<Commander>> claen it and take it to the coffee maker <<Instruction>> <<Commander>> *clean <<Instruction>> <<Commander>> place in sink <<Instruction>> <<Commander>> turn off water first <<Instruction>> <<Commander>> take to coffee maker <<Instruction>> <<Commander>> place in coffee maker then turn on <<Instruction>> <<Commander>> just go straight <<Instruction>> ,Pickup Mug -- Place CounterTop -- Pickup PaperTowelRoll -- Place CounterTop -- Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Mug -- Place  -- ToggleOn Faucet -- Pickup Mug -- Pour Sink -- Place CoffeeMachine -- ToggleOn CoffeeMachine
3095,<<Commander>> get the pillows and put them on the chair <<Instruction>> ,Pickup Pillow -- Place Sofa -- Pickup Pillow -- Place Sofa -- Pickup Pillow -- Place ArmChair
3096,<<Commander>> make a salad <<Instruction>> <<Commander>> slice lettuce first <<Instruction>> <<Commander>> slice a potato <<Instruction>> <<Commander>> now cook <<Instruction>> <<Commander>> microwave or stove <<Instruction>> <<Commander>> 2 slices <<Instruction>> ,Pickup ButterKnife -- Slice Lettuce -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Open Microwave -- Place Microwave -- Pickup DishSponge -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- Open Cabinet -- Pickup Plate -- Place CounterTop
3097,<<Commander>> Hello <<Greetings/Salutations>> today we are placing all remote controls on one table <<Instruction>> ,Pickup RemoteControl -- Place SideTable
3098,<<Commander>> make a salad <<Instruction>> ,Pickup Knife -- Slice Apple -- Slice Lettuce -- Place DiningTable -- ToggleOff Faucet -- Pickup Plate -- Place DiningTable
3099,<<Commander>> Hello. <<Greetings/Salutations>> Please make a cup of coffee. <<Instruction>> <<Commander>> Great.  Now we need a clean bowl for the potatoes <<Instruction>> <<Commander>> Okay.  Please toast a slice of bread. <<Instruction>> <<Commander>> Next we need to slice a potato. <<Instruction>> <<Commander>> Cook two slices of potato in the microwave. <<Instruction>> <<Commander>> We need a clean plate for the toast. <<Instruction>> <<Commander>> We need to clean the plate. <<Instruction>> <<Commander>> And this plate is just for the toast. <<Instruction>> <<Commander>> Great.  Now we need a clean bowl for the potatoes <<Instruction>> <<Commander>> Next we need to slice an apple. <<Instruction>> ,Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Open Fridge -- Pickup Knife -- Place CounterTop -- Open Cabinet -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Pan -- Pickup Mug -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Place  -- Pickup Plate -- Place  -- Pickup BreadSliced -- Place Plate -- Pickup Knife -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup BreadSliced -- Place CounterTop -- Pickup Plate -- Place  -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place Plate -- Pickup PotatoSliced -- Place Bowl -- Pickup PotatoSliced -- Place Bowl -- Pickup Knife -- Slice Apple
3100,<<Commander>> Start with a cup of cofffee <<Instruction>> <<Commander>> Cool. <<FeedbackPositive>> Make a plate with one piece of toast <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- Pickup Mug -- Pour Sink -- ToggleOff Faucet -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Open Fridge -- Open Cabinet -- Pickup Bread -- Place CounterTop
3101,<<Commander>> prepare coffe in clean mug <<Instruction>> <<Commander>> we need to make salad <<Instruction>> <<Commander>> make slices potato <<Instruction>> <<Commander>> and cook potato slice <<Instruction>> ,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup DishSponge -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Slice Lettuce -- Slice Tomato -- Place DiningTable -- Pickup Pot -- Pour Sink -- Place Floor -- Pickup Potato -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup PotatoSliced -- Place Pan
3102,<<Commander>> clean all mugs <<Instruction>> <<Commander>> clean <<Instruction>> ,ToggleOff Faucet -- Pickup SoapBottle -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Ladle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Open Cabinet -- Pickup Mug
3103,<<Commander>> clean the mug and make coffee <<Instruction>> <<Commander>> get the lettuce <<Instruction>> ,Pickup Mug -- Pour Sink -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Lettuce
3104,<<Commander>> Please slice the tomato on the table. <<Instruction>> ,ToggleOff Faucet -- Pickup ButterKnife -- Place CounterTop -- Pickup ButterKnife
